iso3,year,co2_emissions_pc
PRK,2009,2.7197824
PRK,2010,2.6156864
PRK,2011,1.9058878
PRK,2012,1.853172
PRK,2013,1.4256659
PRK,2014,1.5633079
PRK,2015,1.2218184
MKD,2008,4.315397
MKD,2009,3.9971445
MKD,2010,3.9899936
MKD,2011,4.331203
MKD,2012,4.185801
MKD,2013,3.7199078
MKD,2014,3.6056025
MKD,2015,3.4117703
NOR,2008,9.369562
NOR,2009,8.922004
NOR,2010,9.331051
NOR,2011,9.034381
NOR,2012,8.813069
NOR,2013,8.762776
NOR,2014,8.751124
NOR,2015,8.766082
OMN,2008,17.966614
OMN,2009,16.492779
OMN,2010,18.55976
OMN,2011,18.529549
OMN,2012,17.684181
OMN,2013,17.024878
OMN,2014,16.467793
OMN,2015,16.151007
PAK,2008,0.8187327
PAK,2009,0.8001041
PAK,2010,0.7739536
PAK,2011,0.75977474
PAK,2012,0.7452712
PAK,2013,0.7194035
PAK,2014,0.7313629
PAK,2015,0.69303304
PLW,2008,10.782701
PLW,2009,10.561896
PLW,2010,11.339342
PLW,2011,11.945405
PLW,2012,12.562757
PLW,2013,12.856868
PLW,2014,12.393032
PLW,2015,11.533022
PSE,2008,0.5358631
PSE,2009,0.5326066
PSE,2010,0.50623924
PSE,2011,0.5456948
PSE,2012,0.5215265
PSE,2013,0.56463754
PSE,2014,0.6422122
PSE,2015,0.66447777
PAN,2008,2.0952137
PAN,2009,2.3736768
PAN,2010,2.5002084
PAN,2011,2.6947093
PAN,2012,2.5984104
PAN,2013,2.7483323
PAN,2014,2.7890878
PAN,2015,2.7243288
PNG,2008,0.77190316
PNG,2009,0.71081686
PNG,2010,0.61763316
PNG,2011,0.6741551
PNG,2012,0.5415041
PNG,2013,0.54582435
PNG,2014,0.7181638
PNG,2015,0.7232392
PRY,2008,0.76207286
PRY,2009,0.7990309
PRY,2010,0.8751857
PRY,2011,0.89407533
PRY,2012,0.87727255
PRY,2013,0.86455387
PRY,2014,0.89924145
PRY,2015,0.98245007
PER,2008,1.229102
PER,2009,1.3673215
PER,2010,1.4613583
PER,2011,1.4391533
PER,2012,1.5400378
PER,2013,1.4428873
PER,2014,1.6399467
PER,2015,1.6162759
PHL,2008,0.83041966
PHL,2009,0.80426896
PHL,2010,0.85738814
PHL,2011,0.8489687
PHL,2012,0.87964565
PHL,2013,0.93576264
PHL,2014,0.9712527
PHL,2015,1.0620904
POL,2008,8.673716
POL,2009,8.316444
POL,2010,8.773312
POL,2011,8.731046
POL,2012,8.52221
POL,2013,8.41436
POL,2014,8.090823
POL,2015,8.173148
PRT,2008,5.6805115
PRT,2009,5.4033084
PRT,2010,4.999665
PRT,2011,4.905115
PRT,2012,4.749465
PRT,2013,4.6036406
PRT,2014,4.607091
PRT,2015,5.0368085
QAT,2008,43.195133
QAT,2009,41.02871
QAT,2010,42.955685
QAT,2011,45.000114
QAT,2012,48.932896
QAT,2013,40.738976
QAT,2014,41.10104
QAT,2015,37.569683
ROU,2008,5.160895
ROU,2009,4.2633147
ROU,2010,4.1251655
ROU,2011,4.5479074
ROU,2012,4.4468846
ROU,2013,3.9175677
ROU,2014,3.960933
ROU,2015,3.9156427
RUS,2008,11.487681
RUS,2009,10.739165
RUS,2010,11.343935
RUS,2011,11.704149
RUS,2012,11.790535
RUS,2013,11.344335
RUS,2014,11.315866
RUS,2015,11.277285
RWA,2008,0.053835634
RWA,2009,0.055490613
RWA,2010,0.05630954
RWA,2011,0.060865965
RWA,2012,0.06634094
RWA,2013,0.07051753
RWA,2014,0.07301555
RWA,2015,0.08334886
SHN,2008,2.0759206
SHN,2009,2.0661654
SHN,2010,2.0538116
SHN,2011,2.0412257
SHN,2012,2.0250552
SHN,2013,2.0124497
SHN,2014,2.0010922
SHN,2015,1.988063
KNA,2008,4.6135263
KNA,2009,4.761381
KNA,2010,4.69032
KNA,2011,4.9201126
KNA,2012,4.6718802
KNA,2013,4.746114
KNA,2014,4.8996434
KNA,2015,4.977838
LCA,2008,2.517691
LCA,2009,2.501907
LCA,2010,2.8511117
LCA,2011,2.836293
LCA,2012,2.844671
LCA,2013,2.8106587
LCA,2014,2.7772717
LCA,2015,2.7440357
SPM,2008,10.877783
SPM,2009,10.893954
SPM,2010,10.906566
SPM,2011,10.926441
SPM,2012,10.957302
SPM,2013,10.993833
SPM,2014,11.02139
SPM,2015,11.045386
VCT,2008,1.9797201
VCT,2009,2.5195346
VCT,2010,1.9989816
VCT,2011,1.9766289
VCT,2012,2.122515
VCT,2013,2.0326195
VCT,2014,2.350574
VCT,2015,2.1920636
WSM,2008,0.84797865
WSM,2009,0.8799875
WSM,2010,0.94905066
WSM,2011,0.9784415
WSM,2012,0.9508796
WSM,2013,0.9793728
WSM,2014,1.0073432
WSM,2015,1.1257421
STP,2008,0.48485684
STP,2009,0.5149915
STP,2010,0.5642783
STP,2011,0.53283066
STP,2012,0.5801997
STP,2013,0.56907076
STP,2014,0.6516923
STP,2015,0.6768045
SAU,2008,20.169827
SAU,2009,20.822813
SAU,2010,22.099583
SAU,2011,20.707363
SAU,2012,22.396425
SAU,2013,20.823317
SAU,2014,20.193293
SAU,2015,20.850725
SEN,2008,0.39341936
SEN,2009,0.4261572
SEN,2010,0.54310757
SEN,2011,0.6033564
SEN,2012,0.5531069
SEN,2013,0.57273364
SEN,2014,0.616471
SEN,2015,0.6746515
SRB,2008,6.9460955
SRB,2009,6.1808696
SRB,2010,6.17864
SRB,2011,6.6473904
SRB,2012,5.9722056
SRB,2013,6.125342
SRB,2014,5.148325
SRB,2015,6.0994563
SYC,2008,4.4729753
SYC,2009,4.6952286
SYC,2010,4.667123
SYC,2011,4.1910534
SYC,2012,4.2688093
SYC,2013,4.054844
SYC,2014,4.3759494
SYC,2015,4.6463213
SLE,2008,0.08577698
SLE,2009,0.08289244
SLE,2010,0.08714396
SLE,2011,0.11128655
SLE,2012,0.1269605
SLE,2013,0.15607612
SLE,2014,0.16411416
SLE,2015,0.1541058
SGP,2008,8.363253
SGP,2009,8.211614
SGP,2010,8.745289
SGP,2011,9.069433
SGP,2012,8.70905
SGP,2013,8.726994
SGP,2014,8.721305
SGP,2015,8.940621
SVK,2008,7.7244925
SVK,2009,7.0193143
SVK,2010,7.133364
SVK,2011,7.048009
SVK,2012,6.653868
SVK,2013,6.5841923
SVK,2014,6.224691
SVK,2015,6.3701873
SVN,2008,9.025999
SVN,2009,7.960316
SVN,2010,8.050296
SVN,2011,7.98455
SVN,2012,7.67516
SVN,2013,7.356487
SVN,2014,6.5882893
SVN,2015,6.624193
SLB,2008,0.6049033
SLB,2009,0.6152041
SLB,2010,0.6187134
SLB,2011,0.62286216
SLB,2012,0.60681075
SLB,2013,0.62816495
SLB,2014,0.5345307
SLB,2015,0.4584133
SOM,2008,0.051521175
SOM,2009,0.04993076
SOM,2010,0.049902126
SOM,2011,0.049550284
SOM,2012,0.048809566
SOM,2013,0.048968736
SOM,2014,0.047243755
SOM,2015,0.045644198
ZAF,2008,9.678217
ZAF,2009,9.173338
ZAF,2010,8.845317
ZAF,2011,8.791509
ZAF,2012,8.533717
ZAF,2013,8.388016
ZAF,2014,8.489366
ZAF,2015,7.868855
KOR,2008,11.015084
KOR,2009,11.078404
KOR,2010,12.18674
KOR,2011,12.690266
KOR,2012,12.66025
KOR,2013,12.673574
KOR,2014,12.453072
KOR,2015,12.438773
SSD,2008,0.13588095
SSD,2009,0.13501413
SSD,2010,0.13029447
SSD,2011,0.12041715
SSD,2012,0.123652086
SSD,2013,0.12928356
SSD,2014,0.13338377
SSD,2015,0.17218961
ESP,2008,7.264811
ESP,2009,6.3578906
ESP,2010,6.0404696
ESP,2011,6.038563
ESP,2012,5.91389
ESP,2013,5.3764324
ESP,2014,5.4405007
ESP,2015,5.7994614
LKA,2008,0.58107865
LKA,2009,0.6236449
LKA,2010,0.6250745
LKA,2011,0.7085589
LKA,2012,0.7462685
LKA,2013,0.6793683
LKA,2014,0.8084487
LKA,2015,0.90600145
SDN,2008,0.4216827
SDN,2009,0.42827192
SDN,2010,0.4255264
SDN,2011,0.40705183
SDN,2012,0.4268148
SDN,2013,0.4598086
SDN,2014,0.33729354
SDN,2015,0.35594508
SUR,2008,3.5952737
SUR,2009,3.6622097
SUR,2010,4.3097258
SUR,2011,4.952637
SUR,2012,4.429262
SUR,2013,5.5311947
SUR,2014,5.5626698
SUR,2015,4.665062
SWE,2008,5.5170217
SWE,2009,5.080081
SWE,2010,5.6641645
SWE,2011,5.20788
SWE,2012,4.9069877
SWE,2013,4.708208
SWE,2014,4.4833674
SWE,2015,4.430657
CHE,2008,5.84927
CHE,2009,5.624884
CHE,2010,5.754605
CHE,2011,5.1769896
CHE,2012,5.2807736
CHE,2013,5.3356047
CHE,2014,4.7887564
CHE,2015,4.6739798
SYR,2008,3.1315336
SYR,2009,2.8651981
SYR,2010,2.7453432
SYR,2011,2.5716982
SYR,2012,2.014529
SYR,2013,1.571193
SYR,2014,1.5262684
SYR,2015,1.4725235
TWN,2008,11.560351
TWN,2009,10.923379
TWN,2010,11.656668
TWN,2011,11.892453
TWN,2012,11.70575
TWN,2013,11.725564
TWN,2014,11.799184
TWN,2015,11.741254
TJK,2008,0.394639
TJK,2009,0.3262881
TJK,2010,0.33146462
TJK,2011,0.29914382
TJK,2012,0.36603197
TJK,2013,0.35377717
TJK,2014,0.5459724
TJK,2015,0.6134175
TZA,2008,0.14067575
TZA,2009,0.13309541
TZA,2010,0.16073172
TZA,2011,0.18472102
TZA,2012,0.2195464
TZA,2013,0.23089927
TZA,2014,0.22016703
TZA,2015,0.24817964
THA,2008,3.3163161
THA,2009,3.3592572
THA,2010,3.5144494
THA,2011,3.548588
THA,2012,3.778261
THA,2013,3.7762628
THA,2014,3.880686
THA,2015,3.9282055
TGO,2008,0.23909889
TGO,2009,0.38701242
TGO,2010,0.38554198
TGO,2011,0.36202246
TGO,2012,0.31202778
TGO,2013,0.22545655
TGO,2014,0.20634416
TGO,2015,0.24315445
TON,2008,1.1296387
TON,2009,1.2302297
TON,2010,1.0915421
TON,2011,0.95359904
TON,2012,0.98864865
TON,2013,1.0606208
TON,2014,1.0652461
TON,2015,1.1049562
TTO,2008,32.406494
TTO,2009,32.22405
TTO,2010,33.975117
TTO,2011,33.737804
TTO,2012,32.893143
TTO,2013,32.437893
TTO,2014,32.99597
TTO,2015,31.877995
TUN,2008,2.4223216
TUN,2009,2.3871453
TUN,2010,2.6135852
TUN,2011,2.4284704
TUN,2012,2.5849094
TUN,2013,2.543048
TUN,2014,2.6336145
TUN,2015,2.7554202
TUR,2008,4.340581
TUR,2009,4.3664246
TUR,2010,4.310934
TUR,2011,4.6089926
TUR,2012,4.735645
TUR,2013,4.5460467
TUR,2014,4.664867
TUR,2015,4.8107657
TKM,2008,11.120307
TKM,2009,9.623303
TKM,2010,10.636286
TKM,2011,11.464075
TKM,2012,11.524162
TKM,2013,10.832781
TKM,2014,10.336854
TKM,2015,10.348311
TCA,2008,9.609792
TCA,2009,9.605369
TCA,2010,9.47947
TCA,2011,9.139229
TCA,2012,8.774819
TCA,2013,8.486771
TCA,2014,8.774297
TCA,2015,8.501856
TUV,2008,1.062645
TUV,2009,1.0490552
TUV,2010,1.0335684
TUV,2011,1.017401
TUV,2012,1.0029197
TUV,2013,0.996826
TUV,2014,0.99863726
TUV,2015,1.0007284
UGA,2008,0.09101687
UGA,2009,0.095379606
UGA,2010,0.11020472
UGA,2011,0.11464913
UGA,2012,0.10562778
UGA,2013,0.10624911
UGA,2014,0.11236722
UGA,2015,0.120580755
UKR,2008,6.9626055
UKR,2009,5.9539065
UKR,2010,6.3364425
UKR,2011,6.6592684
UKR,2012,6.587833
UKR,2013,6.449163
UKR,2014,5.604213
UKR,2015,4.8878026
ARE,2008,24.383879
ARE,2009,25.050198
ARE,2010,26.640587
ARE,2011,27.44286
ARE,2012,27.662909
ARE,2013,27.239424
ARE,2014,25.492605
ARE,2015,26.016518
GBR,2008,8.785364
GBR,2009,7.904937
GBR,2010,8.124633
GBR,2011,7.3959785
GBR,2012,7.62153
GBR,2013,7.4175463
GBR,2014,6.764833
GBR,2015,6.461413
USA,2008,19.395718
USA,2009,17.79321
USA,2010,18.259064
USA,2011,17.656881
USA,2012,16.852184
USA,2013,17.119564
USA,2014,17.110548
USA,2015,16.485851
URY,2008,2.483699
URY,2009,2.4007697
URY,2010,1.8977865
URY,2011,2.3002818
URY,2012,2.5759363
URY,2013,2.2385528
URY,2014,1.9904584
URY,2015,2.0006883
UZB,2008,4.6695514
UZB,2009,3.9094486
UZB,2010,3.79299
UZB,2011,4.050768
UZB,2012,4.061874
UZB,2013,3.777597
UZB,2014,3.5535707
UZB,2015,3.3722963
VUT,2008,0.37139282
VUT,2009,0.5195176
VUT,2010,0.5074856
VUT,2011,0.55678403
VUT,2012,0.47107792
VUT,2013,0.43191418
VUT,2014,0.60539645
VUT,2015,0.50943196
VEN,2008,5.543126
VEN,2009,5.3395667
VEN,2010,6.5705085
VEN,2011,5.770495
VEN,2012,5.945746
VEN,2013,6.63365
VEN,2014,5.8161206
VEN,2015,5.439271
VNM,2008,1.3419623
VNM,2009,1.4398954
VNM,2010,1.5958333
VNM,2011,1.7244623
VNM,2012,1.6118827
VNM,2013,1.6719978
VNM,2014,1.9630388
VNM,2015,2.2980309
WLF,2008,1.6039691
WLF,2009,2.1816018
WLF,2010,2.2226267
WLF,2011,1.981918
WLF,2012,2.0180974
WLF,2013,1.7588607
WLF,2014,1.7834023
WLF,2015,1.8041855
YEM,2008,0.97193205
YEM,2009,1.0327437
YEM,2010,0.96109116
YEM,2011,0.8162785
YEM,2012,0.71589214
YEM,2013,0.9265663
YEM,2014,0.8760497
YEM,2015,0.45188472
ZMB,2008,0.19606511
ZMB,2009,0.21795775
ZMB,2010,0.2234277
ZMB,2011,0.23357908
ZMB,2012,0.2793312
ZMB,2013,0.2867822
ZMB,2014,0.30679205
ZMB,2015,0.30885708
ZWE,2008,0.5957252
ZWE,2009,0.6277029
ZWE,2010,0.6554096
ZWE,2011,0.7622565
ZWE,2012,0.81443495
ZWE,2013,0.832848
ZWE,2014,0.84084177
ZWE,2015,0.834557
